macsTodayTMCY
48:5a:3f:17:6d:1e
ae:c1:ee:47:5d:95
c4:3a:be:66:39:5f
c2:c4:e0:a5:7d:98
00:6d:52:1b:16:5f
88:70:8c:a4:c0:a1
88:ad:d2:03:84:7b
64:b4:73:29:78:ca
da:a1:19:8d:be:a9
ba:4b:b0:50:b2:7d
4e:e8:b7:b3:b3:38
da:a1:19:4e:1c:a5
da:a1:19:c8:c5:b8
c4:62:ea:40:1b:e0
e8:80:2e:8e:59:ce
80:00:0b:1c:b4:e3
b0:70:2d:17:fc:e6
20:2d:07:2f:92:be
08:21:ef:51:d6:b1
da:a1:19:50:cb:b6
da:a1:19:90:30:e0
dc:66:72:ef:6b:a7
8c:bf:a6:d6:f0:38
da:a1:19:97:12:fd
da:a1:19:a5:7d:9c
ec:9b:f3:b0:25:56
8c:79:67:b5:ae:45
da:a1:19:92:9a:68
1e:0f:65:1e:5c:a5
ce:82:fd:81:94:d7
9c:e6:e7:6b:17:99
c8:f2:30:aa:ea:83
c4:9a:02:3f:61:40
cc:44:63:61:6d:93
da:a1:19:59:18:60
1c:da:27:e0:f0:d0
da:a1:19:0f:6e:c9
da:a1:19:d8:2d:e1
a4:71:74:71:e1:e2
da:a1:19:c9:92:f3
da:a1:19:f4:30:80
da:a1:19:80:e7:c8
ee:0c:32:f7:7f:9f
da:a1:19:d7:ef:1a
84:9f:b5:64:86:a2
da:d7:c8:ae:77:65
6e:b0:8d:ce:48:80
b0:e2:35:97:dd:90
da:a1:19:17:9f:01
3a:8c:e6:92:e7:e9
60:f4:45:d0:76:0d
2a:f1:9b:58:ce:32
6c:5c:14:15:65:8d
16:6a:71:b2:3d:df
1e:57:77:c9:d7:fd
58:40:4e:29:e3:63
70:4d:7b:af:a4:27
42:8f:d2:8d:21:21
3a:3c:f6:42:07:64
74:23:44:fb:43:8d
58:91:cf:5a:f1:59
76:a7:fb:80:72:64
a4:e4:b8:b1:a2:bf
d2:d9:0b:18:8b:16
ca:d4:3f:28:02:c9
84:3a:4b:3a:7d:cc
da:a1:19:dc:16:ad
a6:aa:bd:cc:dc:2e
1c:99:4c:d5:25:76
3e:0c:ee:1d:14:23
1e:33:2c:37:58:8a
ca:34:26:e9:29:c7
26:ef:11:d1:00:ed
b6:b1:0b:db:90:63
88:d5:0c:ac:42:cf
3e:b9:bc:54:9f:fa
da:a1:19:a1:09:bd
4c:1a:3d:7f:34:61
dc:a9:04:16:1f:07
da:a1:19:a4:fb:e6
da:a1:19:10:c2:76
f0:79:59:a0:dc:aa
6c:5c:14:47:37:df
b2:f8:1f:8c:87:3a
da:a1:19:66:62:16
10:f6:81:b7:e5:85
74:04:2b:2c:22:f1
be:b4:2c:15:ce:84
2a:b1:81:d6:3e:d7
84:55:a5:dc:19:89
36:ea:11:6c:0f:e4
82:0a:58:a7:81:fd
d6:75:c3:04:e8:ed
88:32:9b:5a:64:15
1c:b7:2c:51:ed:1b
5e:cb:e7:8c:91:a7
2e:e4:be:37:72:24
42:ad:b0:4f:07:ec
40:d3:ae:5c:7f:02
da:a1:19:57:d2:86
88:83:22:21:32:75
90:06:28:2a:54:51
88:83:22:66:e6:52
da:a1:19:75:a8:5c
9a:bb:b8:fc:62:b6
96:69:3b:93:dc:c6
bc:d1:1f:8a:1f:fe
d2:e6:5e:66:44:bc
da:a1:19:65:d9:c9
ee:7b:f2:39:11:81
dc:66:72:fa:b0:f9
08:62:66:dd:a4:28
42:0e:78:09:a7:07
4a:11:96:2d:10:24
82:f2:1e:1c:36:61
e6:ee:cf:23:eb:33
8e:1f:bb:0f:ce:c8
da:a1:19:0a:f3:a7
60:67:20:83:9a:24
12:2e:68:27:1e:f6
da:a1:19:10:89:8b
26:6f:ac:dd:47:92
48:5a:3f:15:54:53
9e:e8:62:33:08:02
30:07:4d:40:33:05
b8:78:2e:e0:a1:a8
90:72:40:62:45:34
14:1f:78:7c:a7:b3
7e:51:4d:d1:e0:0d
90:00:4e:05:69:73
00:e3:6c:b3:86:37
70:28:8b:2f:28:74
2c:4d:54:7e:58:26
0c:b3:19:d2:98:6b
b2:49:bd:8e:1a:09
5e:20:df:75:b0:e8
a6:38:c2:bf:c7:41
da:a1:19:0a:61:15
f2:3c:68:d1:5d:e3
c8:38:70:78:9c:7a
14:8f:c6:ae:ff:e0
a0:32:99:0f:1f:bc
da:a1:19:99:7e:ad
f4:09:d8:b1:9a:20
72:59:59:07:06:36
ac:5f:3e:3f:f6:67
da:a1:19:b4:2b:14
ac:c1:ee:ed:d1:71
